id,category,topic,japan_maturity,overseas_room,search_intent,purchase_need,advertiser_fit,affiliate,competition,toolability,primary_information,safety,limit,sources,source_urls,status,priority,checked
C099,School & shared routines,School lunch service workflow,Public guidance/programme established; actual household or school uptake not measured here,Segment-specific hypothesis; adoption gap and search volume not measured,school lunch service checklist,Readiness / implementation research,Educational supplies; uncertain fit,Limited and unverified,Medium: free teacher resources (editorial estimate; no keyword audit),Non-food-safety logistics checklist,Primary reference available; scope and missing evidence recorded,Medium to high: children and hygiene,Allergies and food safety need qualified oversight,SCHOOL_FOOD,https://www.mext.go.jp/a_menu/sports/syokuiku/08040316.htm,Hold for topic-specific validation,,2026-09-24
C100,Retail & urban services,Restaurant meal-ticket vending,Catalogue/service confirmed; national uptake not established,Segment-specific hypothesis; adoption gap and search volume not measured,restaurant ticket vending workflow,Pre-purchase or implementation comparison,Commercial systems vendors,"B2B referral potential, unverified",High: established platform vendors (editorial estimate; no keyword audit),Queue observation worksheet,Primary reference available; scope and missing evidence recorded,"Medium: payments, privacy and access","Payment systems, accessibility and service culture",GLORY_TICKET,https://www.glory.co.jp/product/category_detail/contents_type%3D25,Hold for topic-specific validation,,2026-09-24
C101,Retail & urban services,Self-ordering kiosks,Catalogue/service confirmed; national uptake not established,Segment-specific hypothesis; adoption gap and search volume not measured,self order kiosk small restaurant,Pre-purchase or implementation comparison,Commercial systems vendors,"B2B referral potential, unverified",High: established platform vendors (editorial estimate; no keyword audit),Workflow and footprint matrix,Primary reference available; scope and missing evidence recorded,"Medium: payments, privacy and access",Strong established global competitors,GLORY_TICKET,https://www.glory.co.jp/product/category_detail/contents_type%3D25,Hold for topic-specific validation,,2026-09-24
C102,Retail & urban services,Automatic cash recyclers,Catalogue/service confirmed; national uptake not established,Segment-specific hypothesis; adoption gap and search volume not measured,cash recycler small business time saving,Pre-purchase or implementation comparison,Commercial systems vendors,"B2B referral potential, unverified",High: established platform vendors (editorial estimate; no keyword audit),Observed transaction-time comparison,Primary reference available; scope and missing evidence recorded,"Medium: payments, privacy and access",Use actual business data; no guaranteed return,GLORY_CASH,https://www.glory.co.jp/tsurisenki/products/380/,Hold for topic-specific validation,,2026-09-24
C103,Retail & urban services,Shared key-management lockers,Catalogue/service confirmed; national uptake not established,Segment-specific hypothesis; adoption gap and search volume not measured,electronic key cabinet audit trail,Pre-purchase or implementation comparison,Commercial systems vendors,"B2B referral potential, unverified",High: established platform vendors (editorial estimate; no keyword audit),Access and retention requirements,Primary reference available; scope and missing evidence recorded,"Medium: payments, privacy and access","Privacy, access control and security assessment",GLORY_KEYS,https://www.glory.co.jp/product/bcategory/sc/,Hold for topic-specific validation,,2026-09-24
C104,Retail & urban services,Convenience-store document printing,Catalogue/service confirmed; national uptake not established,Segment-specific hypothesis; adoption gap and search volume not measured,print documents without home printer,Pre-purchase or implementation comparison,Commercial systems vendors,"B2B referral potential, unverified",High: established platform vendors (editorial estimate; no keyword audit),Trip and print-volume comparison,Primary reference available; scope and missing evidence recorded,"Medium: payments, privacy and access","Provider coverage, document privacy and local pricing",SEVEN_PRINT,https://www.sej.co.jp/services/multicopy/,Hold for topic-specific validation,,2026-09-24
C105,Retail & urban services,Retail document-service counters,Catalogue/service confirmed; national uptake not established,Segment-specific hypothesis; adoption gap and search volume not measured,shared public printer privacy checklist,Readiness / implementation research,Commercial systems vendors,"B2B referral potential, unverified",High: established platform vendors (editorial estimate; no keyword audit),File removal checklist,Primary reference available; scope and missing evidence recorded,"Medium: payments, privacy and access",Identity/certificate services excluded; high competition,SEVEN_PRINT,https://www.sej.co.jp/services/multicopy/,Hold for topic-specific validation,,2026-09-24
C106,Refill & resource use,Refill pouch household products,Catalogue/service confirmed; national uptake not established,Markets with locally stocked refill products: problem-led opportunity hypothesis; volumes not measured,refill pouch vs bottle cost per use,Pre-purchase or implementation comparison,Household goods / dispensers,Retail links possible; programme approval unverified,High: supermarkets and household brands (editorial estimate; no keyword audit),Unit-price and usable-volume calculator,Primary reference available; scope and missing evidence recorded,"Low to medium: dosing, materials and hygiene",No automatic environmental benefit; packaging and disposal differ,KAO_REFILL,https://www.kao.com/global/en/sustainability/planet/zero-waste/refill-replacements/,Shortlist: validate target region,8,2026-09-24
C107,Refill & resource use,Concentrated detergent dosing,Catalogue/service confirmed; national uptake not established,Segment-specific hypothesis; adoption gap and search volume not measured,detergent cost per wash concentration,Pre-purchase or implementation comparison,Household goods / dispensers,Retail links possible; programme approval unverified,High: supermarkets and household brands (editorial estimate; no keyword audit),Dose and cost-per-wash calculator,Primary reference available; scope and missing evidence recorded,"Low to medium: dosing, materials and hygiene",Manufacturer dosing instructions and water hardness,KAO_DOSE,https://www.kao.com/global/en/sustainability/nature/environment/lca-story-attackzero/,Hold for topic-specific validation,,2026-09-24
C108,Refill & resource use,Reusable refill dispenser systems,Catalogue/service confirmed; national uptake not established,Segment-specific hypothesis; adoption gap and search volume not measured,refill pouch dispenser compatibility,Readiness / implementation research,Household goods / dispensers,Retail links possible; programme approval unverified,High: supermarkets and household brands (editorial estimate; no keyword audit),Neck and pouch-fit checklist,Primary reference available; scope and missing evidence recorded,"Low to medium: dosing, materials and hygiene",Hygiene and compatible materials; no mixing products,KAO_REFILL,https://www.kao.com/global/en/sustainability/planet/zero-waste/refill-replacements/,Hold for topic-specific validation,,2026-09-24
C109,Refill & resource use,Used-pouch collection schemes,Specialty/pilot or limited application; does not meet a blanket everyday-adoption claim,Segment-specific hypothesis; adoption gap and search volume not measured,refill pouch recycling near me,Readiness / implementation research,Household goods / dispensers,Retail links possible; programme approval unverified,High: supermarkets and household brands (editorial estimate; no keyword audit),Local acceptance checklist,Primary reference available; scope and missing evidence recorded,"Low to medium: dosing, materials and hygiene",Pilot programmes are not universal recycling access,KAO_COLLECTION,https://www.kao.com/global/en/newsroom/news/release/2024/20240308-001/,Hold for topic-specific validation,,2026-09-24
C110,Refill & resource use,Refill stock and reorder routines,Catalogue/service confirmed; national uptake not established,Segment-specific hypothesis; adoption gap and search volume not measured,household refill inventory tracker,Pre-purchase or implementation comparison,Household goods / dispensers,Retail links possible; programme approval unverified,High: supermarkets and household brands (editorial estimate; no keyword audit),Consumption and reorder worksheet,Primary reference available; scope and missing evidence recorded,"Low to medium: dosing, materials and hygiene",Avoid overbuying; practical habit not evidence of national adoption,KAO_REFILL,https://www.kao.com/global/en/sustainability/planet/zero-waste/refill-replacements/,Hold for topic-specific validation,,2026-09-24
